"","CBX","data1_selection","data1_intersection","data1_infeasible","data2_selection","data2_intersection","data2_infeasible","data1_secretor_selection","data1_secretor_intersection","data1_secretor_infeasible","data2_secretor_selection","data2_secretor_intersection","data2_secretor_infeasible","background"
"104","0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,1279,NA,NA,6,6,NA,1468,6,NA,10224
"105","0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,1232,60,NA,1232,NA,NA,1232,17,NA,1232,7552
"106","0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0",NA,NA,NA,1313,NA,NA,154,10,NA,1405,10,NA,11504
"107","0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,1276,NA,NA,6,6,NA,1462,6,NA,10224
"108","0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1",NA,NA,NA,762,NA,NA,66,66,NA,773,66,NA,9264
"109","0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0",325,206,NA,862,206,NA,313,227,NA,855,227,NA,6240
"110","0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0",NA,NA,688,256,NA,688,16,14,688,389,14,688,3520
"111","0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1",NA,NA,NA,879,NA,NA,81,81,NA,936,81,NA,5168
"112","0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0",128,95,752,427,95,752,78,62,752,449,62,752,1264
"113","0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0",NA,NA,NA,675,NA,NA,45,45,NA,815,45,NA,2992
"114","0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1",NA,NA,NA,763,NA,NA,71,71,NA,801,71,NA,5408
"115","0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0",101,80,752,315,80,752,75,55,752,325,55,752,1424
"116","0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0",NA,NA,NA,609,NA,NA,44,44,NA,728,44,NA,3120
"117","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1",NA,NA,NA,30,NA,NA,44,NA,NA,NA,NA,NA,10864
"118","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0",122,NA,NA,48,NA,NA,166,NA,NA,NA,NA,NA,11504
"119","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0",NA,NA,NA,36,NA,NA,10,NA,NA,NA,NA,NA,10224
"120","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1",NA,NA,NA,26,NA,NA,44,NA,NA,NA,NA,NA,10384
"121","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0",122,NA,NA,48,NA,NA,162,NA,NA,NA,NA,NA,11504
"122","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0",NA,NA,NA,36,NA,NA,10,NA,NA,NA,NA,NA,10224
"123","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1",NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,9264
"124","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0",NA,NA,NA,48,NA,NA,148,NA,NA,NA,NA,NA,11504
"125","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,36,NA,NA,NA,NA,NA,3,NA,NA,10224
"126","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,1232,33,NA,1232,NA,NA,1232,NA,NA,1232,7552
"127","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0",NA,NA,NA,48,NA,NA,144,NA,NA,NA,NA,NA,11504
"128","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,36,NA,NA,NA,NA,NA,3,NA,NA,10224
"129","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1",NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,10864
"130","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0",62,NA,NA,71,NA,NA,105,NA,NA,3,NA,NA,7280
"131","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0",NA,NA,688,32,NA,688,NA,NA,688,31,NA,688,4432
"132","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,5168
"133","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0",33,NA,752,53,NA,752,18,NA,752,35,NA,752,1264
"134","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0",NA,NA,NA,14,NA,NA,NA,NA,NA,4,NA,NA,2992
"135","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,5408
"136","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0",15,NA,752,18,NA,752,22,NA,752,12,NA,752,1424
"137","0_0_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,3120
"138","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1",40,NA,NA,464,NA,NA,240,NA,NA,52,NA,NA,65436
"139","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_1_0",1895,26,NA,6362,26,NA,1007,139,NA,7033,139,NA,73116
"140","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0",14,NA,NA,6414,NA,NA,204,88,NA,7159,88,NA,69276
"141","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1",40,NA,NA,456,NA,NA,240,NA,NA,58,NA,NA,62556
"142","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0",1887,26,NA,6338,26,NA,995,135,NA,7009,135,NA,73116
"143","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_1_0_0",14,NA,NA,6390,NA,NA,204,88,NA,7133,88,NA,69276
"144","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1",NA,NA,NA,460,NA,NA,NA,NA,NA,60,NA,NA,55836
"145","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0",1082,20,NA,6674,20,NA,712,44,NA,7091,44,NA,73116
"146","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,6512,NA,NA,24,24,NA,7245,24,NA,69276
"147","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1",NA,NA,7428,442,NA,7428,NA,NA,7428,78,NA,7428,45528
"148","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_1_0",1076,20,NA,6657,20,NA,702,42,NA,7067,42,NA,73116
"149","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,6490,NA,NA,24,24,NA,7219,24,NA,69276
"150","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1",1,NA,NA,4526,NA,NA,259,259,NA,4440,259,NA,64956
"151","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0",1910,1234,NA,4985,1234,NA,1407,1097,NA,4712,1097,NA,44796
"152","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_1_0_0",1,NA,4932,1655,NA,4932,79,61,4932,2351,61,4932,27096
"153","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1",116,112,NA,3746,112,NA,312,260,NA,3785,260,NA,35472
"154","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_1_0",661,388,5124,1822,388,5124,342,253,5124,1725,253,5124,9804
"155","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_1_0_0",46,40,NA,3045,40,NA,196,176,NA,3628,176,NA,21840
"156","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1",116,112,NA,3683,112,NA,328,276,NA,3769,276,NA,35472
"157","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0",531,388,5124,1588,388,5124,344,255,5124,1551,255,5124,9804
"158","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0",46,40,NA,2956,40,NA,198,178,NA,3578,178,NA,21840
"159","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1",22,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,16128
"160","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_1_0",656,NA,NA,128,NA,NA,15,NA,NA,NA,NA,NA,27792
"161","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_1_0_0",NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,27792
"162","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1",22,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,15360
"163","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1_0",591,NA,NA,128,NA,NA,15,NA,NA,NA,NA,NA,27792
"164","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_1_0_0",NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,27792
"165","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1",NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,13392
"166","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1_0",172,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,27792
"167","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,27792
"168","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1",NA,NA,2064,59,NA,2064,NA,NA,2064,NA,NA,2064,10560
"169","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0",107,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,27792
"170","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,27792
"171","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30672
"172","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0",927,NA,NA,6,NA,NA,335,NA,NA,NA,NA,NA,35472
"173","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_1_0_0",NA,NA,3696,21,NA,3696,NA,NA,3696,NA,NA,3696,22656
"174","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,15264
"175","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0",290,NA,3696,102,NA,3696,90,NA,3696,47,NA,3696,7008
"176","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0",NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,16224
"177","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_1",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,15264
"178","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_0",208,NA,3696,35,NA,3696,88,NA,3696,23,NA,3696,7008
"179","0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_1_0_0",NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,16224
"180","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1",NA,NA,4228,NA,NA,4228,NA,NA,4228,NA,NA,4228,6216
"181","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_0",60,NA,6148,NA,NA,6148,2,NA,6148,NA,NA,6148,9096
"182","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_0",NA,NA,6148,NA,NA,6148,NA,NA,6148,NA,NA,6148,9096
"183","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1",NA,NA,4036,NA,NA,4036,NA,NA,4036,NA,NA,4036,5928
"184","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0",60,NA,6148,NA,NA,6148,2,NA,6148,NA,NA,6148,9096
"185","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_1_0_0",NA,NA,6148,NA,NA,6148,NA,NA,6148,NA,NA,6148,9096
"186","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1",NA,NA,3588,NA,NA,3588,NA,NA,3588,NA,NA,3588,5256
"187","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1_0",NA,NA,6148,NA,NA,6148,NA,NA,6148,NA,NA,6148,9096
"188","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0",NA,NA,6148,NA,NA,6148,NA,NA,6148,NA,NA,6148,9096
"189","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,4092,NA,NA,4092,NA,NA,4092,NA,NA,4092,4272
"190","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0",NA,NA,6148,NA,NA,6148,NA,NA,6148,NA,NA,6148,9096
"191","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,6148,NA,NA,6148,NA,NA,6148,NA,NA,6148,9096
"192","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1",NA,NA,6148,NA,NA,6148,NA,NA,6148,NA,NA,6148,9096
"193","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0",NA,NA,4612,NA,NA,4612,NA,NA,4612,NA,NA,4612,6792
"194","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0_0",NA,NA,4092,NA,NA,4092,NA,NA,4092,NA,NA,4092,4272
"195","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_1",NA,NA,3056,NA,NA,3056,NA,NA,3056,NA,NA,3056,4512
"196","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1_0",6,NA,2056,NA,NA,2056,NA,NA,2056,NA,NA,2056,1272
"197","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0",NA,NA,2096,NA,NA,2096,NA,NA,2096,NA,NA,2096,3072
"198","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1",NA,NA,3056,NA,NA,3056,NA,NA,3056,NA,NA,3056,4512
"199","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0",NA,NA,2056,NA,NA,2056,NA,NA,2056,NA,NA,2056,1272
"200","0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0_0",NA,NA,2096,NA,NA,2096,NA,NA,2096,NA,NA,2096,3072
"201","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10444
"202","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_1_0",1484,NA,NA,NA,NA,NA,261,NA,NA,NA,NA,NA,15244
"203","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15244
"204","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9964
"205","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1_0",1484,NA,NA,NA,NA,NA,261,NA,NA,NA,NA,NA,15244
"206","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15244
"207","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8844
"208","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1_0",1347,NA,NA,NA,NA,NA,196,NA,NA,NA,NA,NA,15244
"209","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15244
"210","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,1172,NA,NA,1172,NA,NA,1172,NA,NA,1172,7192
"211","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0",1343,NA,NA,NA,NA,NA,201,NA,NA,NA,NA,NA,15244
"212","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15244
"213","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15244
"214","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0",1533,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,11404
"215","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0",NA,NA,1172,NA,NA,1172,1,NA,1172,NA,NA,1172,7192
"216","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7568
"217","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0",286,NA,1172,1,NA,1172,39,NA,1172,1,NA,1172,2156
"218","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5168
"219","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7568
"220","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_1_0",274,NA,1172,1,NA,1172,39,NA,1172,1,NA,1172,2156
"221","0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5168
"222","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10444
"223","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0",1484,NA,NA,NA,NA,NA,261,NA,NA,NA,NA,NA,15244
"224","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15244
"225","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9964
"226","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0",1484,NA,NA,NA,NA,NA,261,NA,NA,NA,NA,NA,15244
"227","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15244
"228","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8844
"229","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0",1347,NA,NA,NA,NA,NA,196,NA,NA,NA,NA,NA,15244
"230","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15244
"231","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,1172,NA,NA,1172,NA,NA,1172,NA,NA,1172,7192
"232","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0",1343,NA,NA,NA,NA,NA,201,NA,NA,NA,NA,NA,15244
"233","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15244
"234","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15244
"235","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0",1533,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,11404
"236","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0",NA,NA,1172,NA,NA,1172,1,NA,1172,NA,NA,1172,7192
"237","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7568
"238","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0",286,NA,1172,1,NA,1172,39,NA,1172,1,NA,1172,2156
"239","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5168
"240","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7568
"241","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_1_0",274,NA,1172,1,NA,1172,39,NA,1172,1,NA,1172,2156
"242","0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5168
"243","0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1",22,NA,NA,186,NA,NA,132,NA,NA,24,NA,NA,32592
"244","0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0",983,4,NA,3830,4,NA,531,85,NA,4199,85,NA,34512
"245","0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0",5,NA,NA,3868,NA,NA,90,44,NA,4323,44,NA,30672
"246","0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1",22,NA,NA,174,NA,NA,132,NA,NA,20,NA,NA,31152
"247","0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0",969,4,NA,3806,4,NA,519,81,NA,4175,81,NA,34512
"248","0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0",5,NA,NA,3841,NA,NA,90,44,NA,4297,44,NA,30672
"249","0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1",NA,NA,NA,197,NA,NA,NA,NA,NA,24,NA,NA,27792
"250","0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0",578,NA,NA,4023,NA,NA,394,26,NA,4233,26,NA,34512
"251","0_0_1_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,3925,NA,NA,12,12,NA,4395,12,NA,30672
